Tip localitate,LOCALITATE,JUDET,Ani,CUI,CAEN,ACTIVE IMOBILIZATE-TOTAL,ACTIVE CIRCULANTE-TOTAL,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI-TOTAL,Capital subscris varsat,Patromoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati,DENUMIRE,COD_INMATRICULARE,ADRESA COMPLETA
Sat,Hăsdate,Cluj,01.01.2016,32397171,5630,,45494,45529,,-35,,78868,,,-33374,200,,34437,34463,37082,0,2619,0,3653,1,PICCOLA CORA SRL,J12/3186/2013,"Sat Hăsdate, Comuna Savadisla, Str. PRINCIPALĂ, Nr. 215A, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,33299635,5630,,1,,,1,,9558,,,-9557,200,,0,0,,0,0,0,0,,ROX MYH ADY SRL,J12/1972/2014,"Municipiul Cluj-Napoca, Str. DÂMBOVIŢEI, Nr. 87, Scara 2, Apartament 117, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,32094160,5610,108953,5421,1875,,3546,,149273,,,-34899,360,,341534,417487,369894,47593,0,44211,0,,ELMEIDAN SRL,J12/2476/2013,"Municipiul Cluj-Napoca, Str. DR. LOUIS PASTEUR, Nr. 74, Etaj parter, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,32094160,5610,102004,23696,13066,8520,2110,,206645,,,-80945,360,,115565,143200,188503,0,45303,0,46046,,ELMEIDAN SRL,J12/2476/2013,"Municipiul Cluj-Napoca, Str. DR. LOUIS PASTEUR, Nr. 74, Etaj parter, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34100900,5629,88856,425757,34379,161525,229853,4440,323417,,,195636,200,,257746,257846,267264,0,9418,0,12143,,CALIFORNIA BURGER S.R.L.,J12/417/2015,"Municipiul Cluj-Napoca, Aleea GODEANU, Nr. 7, Bloc 19, Scara 1, Etaj 2, Apartament 11, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34100900,5629,67598,318557,20782,160039,137736,4440,157761,,,232834,200,,870986,871061,825333,45728,0,37199,0,8,CALIFORNIA BURGER S.R.L.,J12/417/2015,"Municipiul Cluj-Napoca, Aleea GODEANU, Nr. 7, Bloc 19, Scara 1, Etaj 2, Apartament 11, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34100900,5629,16485,139180,96595,545,42040,4440,14365,,,145740,200,,594877,594897,491682,103215,0,99208,0,6,CALIFORNIA BURGER S.R.L.,J12/417/2015,"Municipiul Cluj-Napoca, Aleea GODEANU, Nr. 7, Bloc 19, Scara 1, Etaj 2, Apartament 11, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34100900,5629,49033,204641,93437,47215,63989,4440,13887,,,244227,200,,456155,456175,353126,103049,0,98487,0,6,CALIFORNIA BURGER S.R.L.,J12/417/2015,"Municipiul Cluj-Napoca, Aleea GODEANU, Nr. 7, Bloc 19, Scara 1, Etaj 2, Apartament 11, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,33943344,5610,143169,1654304,200802,1365261,88241,,239369,,,1558104,600,,2947626,2953488,1987331,966157,0,941027,0,15,NIKPAT SRL,J12/16/2015,"Municipiul Cluj-Napoca, Aleea HERCULANE, Nr. 3, Apartament 2, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,32010657,5610,,28822,18724,3423,6675,,62116,,,-33294,200,,0,0,,0,0,0,0,0,INSALADA SRL,J12/2244/2013,"Municipiul Cluj-Napoca, Aleea PROF.VALERIU BOLOGA, Nr. 3, Etaj 3, Apartament 40, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32010657,5610,,3932,0,3423,509,,55950,,,-52018,200,,0,0,18724,0,18724,0,18724,0,INSALADA SRL,J12/2244/2013,"Municipiul Cluj-Napoca, Aleea PROF.VALERIU BOLOGA, Nr. 3, Etaj 3, Apartament 40, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,32010657,5610,,28822,18724,3423,6675,,62116,,,-33294,200,,0,0,0,0,0,0,0,,INSALADA SRL,J12/2244/2013,"Municipiul Cluj-Napoca, Aleea PROF.VALERIU BOLOGA, Nr. 3, Etaj 3, Apartament 40, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,33800476,5610,3665365,1744331,117346,53348,1573637,2682,1038242,,,4374136,200,,6336449,6336449,4241902,2094547,0,2052295,0,39,TRADIS CITY SRL,J12/3245/2014,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 131-135, spațiu C16, parter, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,33800476,5610,3708528,4055585,311084,3379297,365204,3058,1032110,,,6735061,200,,6891639,6891639,4474165,2417474,0,2360925,0,39,TRADIS CITY SRL,J12/3245/2014,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 131-135, spațiu C16, parter, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,33800476,5610,2029269,200272,158223,7200,34849,,1629802,,,599739,200,,6316892,6316892,5625483,691409,0,584143,0,34,TRADIS CITY SRL,J12/3245/2014,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 131-135, spațiu C16, parter, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,33800476,5610,3601104,1564176,106822,7207,1450147,,2843439,,,2321841,200,,6546548,6546548,4196204,2350344,0,2306245,0,33,TRADIS CITY SRL,J12/3245/2014,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 131-135, spațiu C16, parter, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,33788933,5610,1354451,4742825,1230057,2360000,1152768,2284605,6401188,,,1980693,380,,19233893,19827963,18575648,1252315,0,1109190,0,154,NOODLE PACK SRL,J12/3218/2014,"Municipiul Cluj-Napoca, Calea DOROBANŢILOR, Nr. 39-41, Scara 1, Etaj 1, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,33788933,5610,10263354,7829465,2158780,3895369,1775316,444720,16281792,159066,,2096681,880,,32786372,33158363,31120993,2037370,0,1672488,0,200,NOODLE PACK SRL,J12/3218/2014,"Municipiul Cluj-Napoca, Calea DOROBANŢILOR, Nr. 39-41, Scara 1, Etaj 1, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34548807,5610,451378,181685,109161,26015,46509,,674378,249604,,-290919,200,,363346,556320,836801,0,280481,0,283302,13,ADAM S QUALITY EVENTS SRL,J12/1539/2015,"Municipiul Cluj-Napoca, Calea TURZII, Nr. 203A, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34548807,5610,545398,95837,1711,84536,9590,,562387,133470,,-54622,200,,1346632,1462767,1213006,249761,0,236297,0,5,ADAM S QUALITY EVENTS SRL,J12/1539/2015,"Municipiul Cluj-Napoca, Calea TURZII, Nr. 203A, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34322485,5610,2796822,447312,311783,17200,118329,,1415194,,,1828940,300,,8067126,8067260,7041221,1026039,0,974693,0,47,MARTY CITY MALL SRL,J12/981/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34322485,5610,2654999,750159,349573,70850,329736,,926752,,,2478406,300,,8660957,8663618,7562807,1100811,0,1049466,0,23,MARTY CITY MALL SRL,J12/981/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34322485,5610,295340,316983,76115,31849,209019,,262689,,,349634,300,,6749923,6751056,6357834,393222,0,328236,0,19,MARTY CITY MALL SRL,J12/981/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34322485,5610,751931,581322,229145,,352177,,479006,,,854247,300,,7647726,7648337,7159655,488682,0,432799,0,43,MARTY CITY MALL SRL,J12/981/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34322507,5610,2013994,648477,200493,,447984,,1159913,,,1502558,300,,6391482,6394288,5519908,874380,0,863250,0,37,MARTY WEST SIDE SRL,J12/977/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34322507,5610,2483439,851658,272114,90240,489304,,939066,,,2396031,300,,5547146,5549353,4642240,907113,0,893473,0,22,MARTY WEST SIDE SRL,J12/977/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34322507,5610,143822,565217,116033,78240,370944,,402519,,,306520,300,,5753887,5755636,5388397,367239,0,306220,0,19,MARTY WEST SIDE SRL,J12/977/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34322507,5610,277933,656354,130513,3720,522121,,294979,,,639308,300,,6517436,6521077,6142407,378670,0,363728,0,40,MARTY WEST SIDE SRL,J12/977/2015,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34834264,5621,2984,19441,2445,6523,10473,,19974,,,2451,200,,269578,267392,232779,34613,0,30643,0,4,STARTBEK SRL,J12/2298/2015,"Municipiul Cluj-Napoca, P-ţa UNIRII, Nr. 19, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,33591086,5630,,75176,51181,23307,688,,200792,,,-125616,200,,233448,233448,296560,0,63112,0,65441,0,DIO LEVENDULA SRL,J12/2708/2014,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,33591086,5630,,145896,110900,20696,14300,,96918,,,48978,200,,189264,189264,145722,43542,0,41639,0,9,DIO LEVENDULA SRL,J12/2708/2014,"Municipiul Cluj-Napoca, Str. ALEXANDRU VAIDA VOEVOD, Nr. 14, Apartament 35, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34461858,5610,6307,8587,343,7462,782,,71400,,,-56506,200,,26970,26970,24911,2059,0,1558,0,,PATI FRUCT SRL,J12/1321/2015,"Municipiul Cluj-Napoca, Str. ANINA, Nr. 39, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34461858,5610,9751,4084,343,2743,998,,70052,,,-56217,200,,96707,96707,93893,2814,0,1847,0,,PATI FRUCT SRL,J12/1321/2015,"Municipiul Cluj-Napoca, Str. ANINA, Nr. 39, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32509330,5610,90164,1318027,163109,888094,266824,,193512,,,1214679,200,,1998083,1998083,1455705,542378,0,522397,0,25,TOWIN SRL,J12/3448/2013,"Municipiul Cluj-Napoca, Str. BRAŞOV, Nr. 56A, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34172221,5610,684406,827211,137561,90748,598902,43896,229074,,,1326439,200,,6984152,7023445,5438348,1585097,0,1531349,0,35,PERFECT FRESH FOOD SRL,J12/606/2015,"Municipiul Cluj-Napoca, Str. BUCUREŞTI, Nr. 25, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34052667,5621,43204,123286,63840,40791,18655,,222925,,,-56435,200,,348670,348670,403758,0,55088,0,58575,9,BERAR RESTAURANT SRL,J12/291/2015,"Municipiul Cluj-Napoca, Str. CIOBANULUI, Nr. 2, parter, Spațiu Comercial, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34087851,5610,1477954,1314959,,1226664,88295,993,3525414,,,-731508,1200,,2552081,2582614,1350692,1231922,0,1206030,0,1,BISTRO EUROPA SRL,J12/386/2015,"Municipiul Cluj-Napoca, Str. CONSTANŢA, Nr. 14, Pivniță-Demisol, Apartament 7, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34087851,5610,1202361,1450146,,1125708,324438,267549,2765841,,,154215,1200,,2598683,2614097,1702387,911710,0,885723,0,1,BISTRO EUROPA SRL,J12/386/2015,"Municipiul Cluj-Napoca, Str. CONSTANŢA, Nr. 14, Pivniță-Demisol, Apartament 7, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,34095641,5610,2042278,298878,75592,47933,175353,,227755,,,2113401,210,,3470262,3664503,2657743,1006760,0,971136,0,26,EMERALD BISTRO SRL,J12/404/2015,"Municipiul Cluj-Napoca, Str. GHEORGHE DIMA, Nr. 2, Scara 6, Etaj 2, Apartament 60, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34095641,5610,2411404,488461,110944,254071,123446,,566590,,,2333275,210,,3167599,3284590,2531469,753121,0,719874,0,25,EMERALD BISTRO SRL,J12/404/2015,"Municipiul Cluj-Napoca, Str. GHEORGHE DIMA, Nr. 2, Scara 6, Etaj 2, Apartament 60, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,34095641,5610,1639006,239152,131238,10757,97157,,735892,,,1142266,210,,2737424,2826557,1869607,956950,0,940409,0,20,EMERALD BISTRO SRL,J12/404/2015,"Municipiul Cluj-Napoca, Str. GHEORGHE DIMA, Nr. 2, Scara 6, Etaj 2, Apartament 60, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,33037103,5610,232745,551644,23993,503165,24486,,257274,,,527115,200,,3407399,3464091,2902575,561516,0,526875,0,24,DELICIU CARTOFILOR SRL,J12/1287/2014,"Municipiul Cluj-Napoca, Str. GIUSEPPE VERDI, Nr. 11, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,33037103,5610,176240,593857,29869,432012,131976,,160155,,,609942,200,,3477949,3554317,2913085,641232,0,609702,0,18,DELICIU CARTOFILOR SRL,J12/1287/2014,"Municipiul Cluj-Napoca, Str. GIUSEPPE VERDI, Nr. 11, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,33037103,5610,251818,654747,9286,11755,633706,24196,278890,,,651871,200,,3281232,3306641,2513898,792743,0,651631,0,24,DELICIU CARTOFILOR SRL,J12/1287/2014,"Municipiul Cluj-Napoca, Str. GIUSEPPE VERDI, Nr. 11, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,33037103,5610,196018,649174,24107,591027,34040,,231755,,,613437,200,,3144854,3210085,2578346,631739,0,613197,0,24,DELICIU CARTOFILOR SRL,J12/1287/2014,"Municipiul Cluj-Napoca, Str. GIUSEPPE VERDI, Nr. 11, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,32850050,5630,,,,,,,4900,,,-4900,200,,3029,3029,3115,0,86,0,177,,GEO COMIMPEX SRL,J12/666/2014,"Municipiul Cluj-Napoca, Str. HAŢEG, Nr. 4, parter, Bloc Lama G, Scara II, Apartament 43, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32850050,5630,,,,,,,4900,,,-4900,200,,0,0,,0,0,0,0,,GEO COMIMPEX SRL,J12/666/2014,"Municipiul Cluj-Napoca, Str. HAŢEG, Nr. 4, parter, Bloc Lama G, Scara II, Apartament 43, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,32850050,5630,,1651,1439,,212,,8327,,,-6676,200,,6449,6449,10162,0,3713,0,3906,,GEO COMIMPEX SRL,J12/666/2014,"Municipiul Cluj-Napoca, Str. HAŢEG, Nr. 4, parter, Bloc Lama G, Scara II, Apartament 43, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,32850050,5630,,1600,1400,,200,,7406,,,-5806,200,,3066,3066,2104,962,0,870,0,,GEO COMIMPEX SRL,J12/666/2014,"Municipiul Cluj-Napoca, Str. HAŢEG, Nr. 4, parter, Bloc Lama G, Scara II, Apartament 43, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,32604013,5610,1087745,1118018,60792,42922,1014304,44082,250922,,,1998923,200,,5835484,6009454,4650525,1358929,0,1296244,0,,IULIUSHAN SRL,J12/3675/2013,"Municipiul Cluj-Napoca, Str. IUGOSLAVIEI, Nr. 38, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,32604013,5610,1912060,1136919,93198,311631,732090,625,889244,,,2160360,200,,5697530,5721662,4709069,1012593,0,949908,0,43,IULIUSHAN SRL,J12/3675/2013,"Municipiul Cluj-Napoca, Str. IUGOSLAVIEI, Nr. 38, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,32604013,5610,1045379,226607,65522,14924,146161,16718,239616,,,1049088,200,,5054047,5076133,3817798,1258335,0,1048848,0,51,IULIUSHAN SRL,J12/3675/2013,"Municipiul Cluj-Napoca, Str. IUGOSLAVIEI, Nr. 38, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,32604013,5610,925996,725053,68027,4450,652576,75961,297325,,,1429685,200,,5371500,5388451,4771640,616811,0,554126,0,47,IULIUSHAN SRL,J12/3675/2013,"Municipiul Cluj-Napoca, Str. IUGOSLAVIEI, Nr. 38, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,33812560,5610,,163159,,16488,146671,,15664,,,147495,200,,241706,241706,118360,123346,0,120929,0,1,NAEGAT S.R.L.,J12/3276/2014,"Municipiul Cluj-Napoca, Str. MARAMUREŞULUI, Nr. 36, Bloc C, Scara C, Apartament 21, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,34977086,5610,452935,2014776,196194,1529502,289080,2106,1061606,,,1408211,10100,,4894139,4896253,3743348,1152905,0,1071164,0,22,FIVE COFFEE ROASTERS SRL,J12/2686/2015,"Municipiul Cluj-Napoca, Str. NAPOCA, Nr. 3, Apartament 31, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,34691776,5610,20898,566929,312790,220143,33996,604,737520,,,-149089,200,,3315222,3322285,3463123,0,140838,0,144956,21,FULL POWER SRL,J12/1898/2015,"Municipiul Cluj-Napoca, Str. PLOPILOR, Nr. 64, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,33275024,5610,52818,151799,16277,1,135521,,30764,,,173853,200,,753656,757656,545276,212380,0,173653,0,10,CIAO RAGAZZI SRL,J12/1929/2014,"Municipiul Cluj-Napoca, Str. SCORŢARILOR, Nr. 11, Bloc D11, Scara 3, Etaj 2, Apartament 39, Județ Cluj,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,33275024,5610,240228,89590,5059,3073,81458,,161867,,,167951,200,,971229,971229,819159,152070,0,142358,0,6,CIAO RAGAZZI SRL,J12/1929/2014,"Municipiul Cluj-Napoca, Str. SCORŢARILOR, Nr. 11, Bloc D11, Scara 3, Etaj 2, Apartament 39, Județ Cluj,,,,,,,,,,,,,,"
Sat,Răchitele,Cluj,01.01.2018,33638910,5630,,17432,15040,200,2192,,23019,,,-5587,200,,74411,74568,81247,0,6679,0,7425,2,ALUNIS CLAU SRL,J12/2829/2014,"Sat Răchitele, Comuna Mărgău, Nr. 470 D, Județ Cluj,,,,,,,,,,,,,,,,,,"
Sat,Răchitele,Cluj,01.01.2019,33638910,5630,,13390,11898,,1492,,22343,,,-8953,200,,72170,72170,74814,0,2644,0,3366,2,ALUNIS CLAU SRL,J12/2829/2014,"Sat Răchitele, Comuna Mărgău, Nr. 470 D, Județ Cluj,,,,,,,,,,,,,,,,,,"
