Tip localitate,LOCALITATE,JUDET,Ani,CUI,CAEN,ACTIVE IMOBILIZATE-TOTAL,ACTIVE CIRCULANTE-TOTAL,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI-TOTAL,Capital subscris varsat,Patromoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati,DENUMIRE,COD_INMATRICULARE,ADRESA COMPLETA
Municipiul,Cluj-Napoca,Cluj,01.01.2018,37363978,5630,,20785,,5386,15399,,78376,,,-57591,200,,221782,221782,261288,0,39506,0,41300,,ROOIBOSTEA SRL,J12/1472/2017,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 93, Apartament 27, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,37363978,5630,,35788,9777,19772,6239,,132062,,,-96274,200,,266243,266243,300757,0,34514,0,38683,0,ROOIBOSTEA SRL,J12/1472/2017,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 93, Apartament 27, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,37363978,5630,,10557,0,0,10557,,26848,,,-16291,200,,220567,220567,234784,0,14217,0,16491,0,ROOIBOSTEA SRL,J12/1472/2017,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 93, Apartament 27, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,38308939,5610,2330,14523,14083,,440,,37403,,,-20550,200,,7895,7895,28566,0,20671,0,20750,4,YILDIZ IMPORT EXPORT SRL,J12/5890/2017,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 93, Apartament 27, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,38308939,5610,2756,33435,22683,6844,3908,,137089,,,-100898,200,,213538,213538,291376,0,77838,0,79786,7,YILDIZ IMPORT EXPORT SRL,J12/5890/2017,"Municipiul Cluj-Napoca, B-dul 21 DECEMBRIE 1989, Nr. 93, Apartament 27, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,40021703,5630,124807,40028,10059,,29969,,223489,,,-58654,200,,64378,66123,124293,0,58170,0,58854,3,TIBRISFOOD S.R.L.,J12/4738/2018,"Municipiul Cluj-Napoca, B-dul EROILOR, Nr. 48, Apartament 14B, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,37746256,5610,,9272,,,9272,,6802,,,2470,200,,73974,73974,69485,4489,0,2270,0,,VLA MASTAN SRL-D,J12/3631/2017,"Municipiul Cluj-Napoca, Calea MĂNĂŞTUR, Nr. 105, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,38364033,5610,,26275,24392,,1883,,40552,,,-14277,200,,160414,160414,157770,2644,0,44,0,1,MALINAS PIZZA SRL-D,J12/6058/2017,"Municipiul Cluj-Napoca, Str. AGRICULTORILOR, Nr. 20, Scara 2, Apartament 21, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,38364033,5610,,28687,3038,,25649,,22546,,,6141,200,,315996,315996,292431,23565,0,20418,0,1,MALINAS PIZZA SRL-D,J12/6058/2017,"Municipiul Cluj-Napoca, Str. AGRICULTORILOR, Nr. 20, Scara 2, Apartament 21, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,38364033,5610,,5609,5211,,398,,19930,,,-14321,200,,3767,3767,18175,0,14408,0,14521,,MALINAS PIZZA SRL-D,J12/6058/2017,"Municipiul Cluj-Napoca, Str. AGRICULTORILOR, Nr. 20, Scara 2, Apartament 21, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2018,36974299,5610,1500,116891,38894,2602,75395,,21949,,,96442,200,,679809,684197,618503,65694,0,57627,0,3,DIANA & ALEX CLUB SRL,J12/259/2017,"Municipiul Dej, Str. UNIRII, Nr. 10, Bloc A6, Scara A, Etaj 2, Apartament 14, Județ Cluj,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2019,36974299,5610,1500,159252,87876,9886,61490,,27201,,,133551,200,,713950,761312,717063,44249,0,37109,0,3,DIANA & ALEX CLUB SRL,J12/259/2017,"Municipiul Dej, Str. UNIRII, Nr. 10, Bloc A6, Scara A, Etaj 2, Apartament 14, Județ Cluj,,,,,,,,,,,,,"
Municipiul,Dej,Cluj,01.01.2019,40200660,5630,144,912,,,912,,6518,,,-5462,200,,590,590,6234,0,5644,0,5662,,KOSON SILVER GOLD S.R.L.,J12/5190/2018,"Municipiul Dej, Str. Varga Katalin, Nr. 73, Județ Cluj,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31304417,5610,4401899,646939,176193,392861,77885,1161039,4440142,,,1769735,200,,6407184,6610440,5032633,1577807,0,1550266,0,71,SAMSARA FOOD SRL,J12/656/2013,"Municipiul Cluj-Napoca, Str. CARDINAL IULIU HOSSU, Nr. 3, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31304417,5610,10118424,1578827,356861,929048,292918,32802,8447890,,,3282163,200,,11464945,12488603,10418720,2069883,0,2012427,0,75,SAMSARA FOOD SRL,J12/656/2013,"Municipiul Cluj-Napoca, Str. CARDINAL IULIU HOSSU, Nr. 3, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31304417,5610,2897765,534010,79540,137097,317373,138466,3350772,,,219469,200,,4429343,4461585,3954018,507567,0,479405,0,41,SAMSARA FOOD SRL,J12/656/2013,"Municipiul Cluj-Napoca, Str. CARDINAL IULIU HOSSU, Nr. 3, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,31292363,5610,,,,,,,0,,,0,,,0,0,0,0,0,0,0,,RZR SERVICES SRL,J12/630/2013,"Municipiul Cluj-Napoca, Str. CLINICILOR, Nr. 14-16, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,31292363,5610,72545,51429,,2680,48749,,1077255,,,-953281,1000,,818705,865541,923899,0,58358,0,58358,3,RZR SERVICES SRL,J12/630/2013,"Municipiul Cluj-Napoca, Str. CLINICILOR, Nr. 14-16, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,31292363,5610,914942,405241,257779,61247,86215,,1788597,,,-468414,200,,4149818,4184577,4163519,21058,0,8602,0,36,RZR SERVICES SRL,J12/630/2013,"Municipiul Cluj-Napoca, Str. CLINICILOR, Nr. 14-16, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,31292363,5610,971254,446078,274825,112283,58970,54300,1913132,,,-441500,1000,,5124543,5174392,5104125,70267,0,26114,0,45,RZR SERVICES SRL,J12/630/2013,"Municipiul Cluj-Napoca, Str. CLINICILOR, Nr. 14-16, Județ Cluj,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,33724980,5610,5417,95274,82835,11107,1332,,121472,,,-20781,330,,154030,243645,214487,29158,0,27613,0,2,SA GANA BONA SRL,J12/3055/2014,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 421 B, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2018,32153932,5610,1156432,2451199,798990,1475630,176579,914809,4036464,,,485976,800,,18972374,19161611,19134721,26890,0,0,172163,156,BIO BOX SRL,J12/2629/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,32153932,5610,1119686,3997184,2268783,1612934,115467,1008827,5600299,,,525398,800,,17816213,17929777,17714907,214870,0,39434,0,127,BIO BOX SRL,J12/2629/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,32153932,5610,1275686,1044385,252692,624724,166969,726307,1819761,,,1226617,400,,16141174,16635310,15337339,1297971,0,1102417,0,130,BIO BOX SRL,J12/2629/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2017,32153932,5610,1187893,2142609,1138140,806997,197472,815481,2592589,,,1553394,800,,17081361,17094974,16577341,517633,0,370171,0,143,BIO BOX SRL,J12/2629/2013,"Sat Floreşti, Comuna Floreşti, Str. AVRAM IANCU, Nr. 506-508, corp A, Etaj 3, Județ Cluj,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,34793482,5610,10522,901,62,,839,,69714,,,-58291,400,,167146,167146,194473,0,27327,0,28621,2,LA VERANDA BISTRO SRL,J12/2185/2015,"Sat Floreşti, Comuna Floreşti, Str. EROILOR, Nr. 178A, Scara II, Apartament 31, Județ Cluj,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2018,32255347,5629,,200,,,200,,0,,,200,200,,0,0,,0,0,0,0,,EVELYN DMG SRL,J12/2855/2013,"Sat Floreşti, Comuna Floreşti, Str. FLORILOR, Nr. 92D, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,32255347,5629,,200,,,200,,0,,,200,200,,0,0,,0,0,0,0,,EVELYN DMG SRL,J12/2855/2013,"Sat Floreşti, Comuna Floreşti, Str. FLORILOR, Nr. 92D, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2017,32255347,5629,,200,,,200,,0,,,200,200,,0,0,,0,0,0,0,,EVELYN DMG SRL,J12/2855/2013,"Sat Floreşti, Comuna Floreşti, Str. FLORILOR, Nr. 92D, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,34388307,5630,224895,3516839,,3508018,8821,1500,754700,,,2988534,400,,4597893,4710793,3186273,1524520,0,1477412,0,4,ROYAL TIME SRL,J12/1169/2015,"Sat Floreşti, Comuna Floreşti, Str. SOMEŞULUI, Nr. 12, Bloc 1, Scara 1, Etaj 1, Apartament 5, Județ Cluj,,,,,,,,,,,,,"
Sat,Iara,Cluj,01.01.2019,34840150,5610,17500,1133,,,1133,,20014,,,-1381,200,,947,947,2500,0,1553,0,1581,,VIOLA ALESIA SRL,J12/2312/2015,"Sat Iara, Comuna Iara, Nr. 515 A, Județ Cluj,,,,,,,,,,,,,,,,,,"
Sat,Mihaieşti,Cluj,01.01.2016,34864753,5630,167,89858,28997,,60861,,20882,,,69143,200,,214596,214596,155568,59028,0,54735,0,,BOBDRINK SRL,J12/2374/2015,"Sat Mihaieşti, Comuna Sinpaul, Nr. 105A, Județ Cluj,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,30500350,5610,88047,478980,143676,176677,158627,,494269,,,72758,200,,1522864,1538523,1505744,32779,0,17547,0,9,ECLIPSE CLUB SRL,J12/2073/2012,"Municipiul Cluj-Napoca, LA DOSUL DIN VALEA CHINTAULUI, Nr. FN, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30500350,5610,324073,746996,68998,189212,488786,,569354,,,501715,200,,2138496,2141461,1692702,448759,0,428957,0,18,ECLIPSE CLUB SRL,J12/2073/2012,"Municipiul Cluj-Napoca, LA DOSUL DIN VALEA CHINTAULUI, Nr. FN, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30500350,5610,67756,308235,462,54338,253435,,329618,,,46373,200,,1214831,1269995,1219105,50890,0,42748,0,18,ECLIPSE CLUB SRL,J12/2073/2012,"Municipiul Cluj-Napoca, LA DOSUL DIN VALEA CHINTAULUI, Nr. FN, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30500350,5610,72576,275531,65920,99032,110579,,292896,,,55211,200,,1278151,1278151,1256531,21620,0,8839,0,19,ECLIPSE CLUB SRL,J12/2073/2012,"Municipiul Cluj-Napoca, LA DOSUL DIN VALEA CHINTAULUI, Nr. FN, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30158259,5610,1555685,510667,403754,88554,18359,,284358,482322,,1299672,300,,956731,1090039,847755,242284,0,232717,0,26,MARTY EVENTS & CATERING SRL,J12/1216/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30158259,5610,1267967,467433,340782,95083,31568,,569932,508315,,657153,300,,527312,800280,632750,167530,0,140704,0,22,MARTY EVENTS & CATERING SRL,J12/1216/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,30159262,5610,1757952,589310,434610,122791,31909,,657584,,,1689678,300,,5550624,5555626,4749071,806555,0,743869,0,37,MARTY RESTAURANTS S.R.L.,J12/1217/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30159262,5610,2808525,831452,630458,61608,139386,,900397,,,2739580,300,,10773042,10859837,9620209,1239628,0,1150955,0,51,MARTY RESTAURANTS S.R.L.,J12/1217/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30159262,5610,271627,626392,326009,40453,259930,,332963,,,565056,300,,5333327,5333927,4923708,410219,0,344584,0,40,MARTY RESTAURANTS S.R.L.,J12/1217/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30159262,5610,1120871,558859,387583,39580,131696,,733922,,,945808,300,,5354483,5369886,4919948,449938,0,380753,0,42,MARTY RESTAURANTS S.R.L.,J12/1217/2012,"Municipiul Cluj-Napoca, P-ţa 1 MAI, Nr. 4-5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,30081791,5610,2550353,4997649,115693,293987,4587969,506,2027325,,,5521183,200,,6439310,6439310,3545029,2894281,0,2820683,0,32,CRIDENS TOP SRL,J12/1059/2012,"Municipiul Cluj-Napoca, Str. BUCEGI, Nr. 13-15, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30081791,5610,2619041,3250263,365559,2463178,421526,1369,1591451,,,4279222,200,,6192906,6192906,3785838,2407068,0,2337139,0,37,CRIDENS TOP SRL,J12/1059/2012,"Municipiul Cluj-Napoca, Str. BUCEGI, Nr. 13-15, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30081791,5610,1768359,581120,119062,53316,408742,,1625957,,,723522,200,,5454831,5454831,4842032,612799,0,514751,0,31,CRIDENS TOP SRL,J12/1059/2012,"Municipiul Cluj-Napoca, Str. BUCEGI, Nr. 13-15, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30081791,5610,1835906,4898974,70360,133249,4695365,,4540810,,,2194070,200,,5956491,5956491,3900811,2055680,0,1985299,0,30,CRIDENS TOP SRL,J12/1059/2012,"Municipiul Cluj-Napoca, Str. BUCEGI, Nr. 13-15, Apartament 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30261709,5610,120708,709245,45311,42071,621863,,205909,,,624044,200,,1494817,1494817,1323729,171088,0,160834,0,15,ANTILAG JUNIOR  SRL,J12/1479/2012,"Municipiul Cluj-Napoca, Str. CÂMPINA, Nr. 51-53, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30064804,5630,,16423,14683,25,1715,,84005,,,-67582,200,,124346,125473,180254,0,54781,0,56036,2,DANA DIADA SRL,J12/999/2012,"Municipiul Cluj-Napoca, Str. FABRICII, Nr. 63, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30328973,5610,35627,236287,,11595,224692,,300444,,,-28530,200,,629013,643364,702560,0,59196,0,59196,9,MARALEXANDRU SRL,J12/1648/2012,"Municipiul Cluj-Napoca, Str. ION MEŞTER, Nr. 12, Apartament 108, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2016,30267094,5621,135453,26789,7023,13478,6288,,122598,,,39644,200,,1429370,1433987,1149939,284048,0,258261,0,14,HORA RM & CATERING S.R.L.,J12/1483/2012,"Municipiul Cluj-Napoca, Str. IZLAZULUI, Nr. 18, Apartament 159, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,30064820,5610,8090,42663,0,38710,3953,,0,,,50753,200,,0,0,2907,0,2907,0,2907,0,PAN YANG SRL,J12/1013/2012,"Municipiul Cluj-Napoca, Str. MOLIDULUI, Nr. 1, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,30553932,5610,82675,268181,43058,18026,207097,,128767,,,222089,200,,1235939,1235939,1046749,189190,0,179667,0,20,PRIM ART MANAGEMENT SRL,J12/2205/2012,"Municipiul Cluj-Napoca, Str. PLOPILOR, Nr. 22-24, Scara A, Etaj 3, Apartament 15, Județ Cluj,,,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2018,30521302,5610,1997630,558575,30195,84387,443993,40458,2068255,10722,,517686,600,,9941930,14592914,14117021,475893,0,445211,0,77,RES QUALITY FOOD  SRL,J12/2123/2012,"Sat Floreşti, Comuna Floreşti, Str. PORII, Nr. 5, Bloc 5B1, Scara 1, Etaj 1, Apartament 5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2019,30521302,5610,2071363,1198715,200844,211936,785935,31955,2117026,10722,,1174285,600,,11933151,17321565,16636464,685101,0,654419,0,89,RES QUALITY FOOD  SRL,J12/2123/2012,"Sat Floreşti, Comuna Floreşti, Str. PORII, Nr. 5, Bloc 5B1, Scara 1, Etaj 1, Apartament 5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2016,30521302,5610,382730,78654,24795,47079,6780,,427675,17561,,16148,200,,5721125,8914114,8480839,433275,0,407207,0,46,RES QUALITY FOOD  SRL,J12/2123/2012,"Sat Floreşti, Comuna Floreşti, Str. PORII, Nr. 5, Bloc 5B1, Scara 1, Etaj 1, Apartament 5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,"
Sat,Floreşti,Cluj,01.01.2017,30521302,5610,1857710,574502,111914,57767,404821,40991,2409850,14337,,49016,600,,8359483,12970442,12907292,63150,0,32468,0,69,RES QUALITY FOOD  SRL,J12/2123/2012,"Sat Floreşti, Comuna Floreşti, Str. PORII, Nr. 5, Bloc 5B1, Scara 1, Etaj 1, Apartament 5, Județ Cluj,,,,,,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,38328316,5629,608292,1765572,184846,1476921,103805,22415,1969549,,,426730,200,,5708096,5720471,5218883,501588,0,433130,0,41,FLIGHTS AVIATION TRADE SRL,J12/5962/2017,"Municipiul Cluj-Napoca, Str. GHEORGHE DIMA, Nr. 8, Bloc II E, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,38328316,5629,1713474,1646065,186861,1399792,59412,16182,2629689,,,746032,200,,8651325,8661036,8295324,365712,0,319302,0,64,FLIGHTS AVIATION TRADE SRL,J12/5962/2017,"Municipiul Cluj-Napoca, Str. GHEORGHE DIMA, Nr. 8, Bloc II E, Apartament 6, Județ Cluj,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,38062744,5610,23831,234,,3,231,,172848,,,-148783,200,,0,2786,116085,0,113299,0,113299,,DONMOBILI BEST QUALITY S.R.L.,J12/5225/2017,"Municipiul Cluj-Napoca, Str. MEHEDINŢI, Nr. 88, Apartament 26, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2018,37739216,5630,100800,63767,20575,36105,7087,,113521,,,51046,200,,456708,556681,501345,55336,0,50768,0,7,RIVIERA NARGHILEA CAFE SRL,J12/3591/2017,"Municipiul Cluj-Napoca, Str. MEMORANDUMULUI, Nr. 9, la parter și subsol, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2017,37739216,5630,900,58331,14003,3300,41028,,46054,,,13177,200,,222261,222261,207061,15200,0,12977,0,,RIVIERA NARGHILEA CAFE SRL,J12/3591/2017,"Municipiul Cluj-Napoca, Str. MEMORANDUMULUI, Nr. 9, la parter și subsol, Județ Cluj,,,,,,,,,,,,,,,,"
Municipiul,Cluj-Napoca,Cluj,01.01.2019,41431485,5629,42433,38285,29937,7510,838,0,103810,0,0,-23092,200,0,58912,58912,81619,0,22707,0,23292,0,CATERING FAMILY TRANSILVANIA S.R.L.,J12/2948/2019,"Municipiul Cluj-Napoca, Str. VALEA CHINTAULUI, Nr. 71, Județ Cluj,,,,,,,,,,,,,,,,,"
Sat,Apahida,Cluj,01.01.2019,41571772,5610,102509,3904,,,3904,,109577,,,-3164,200,,0,205,3569,0,3364,0,3364,0,PIZZERIA DIANA S.R.L.,J12/3389/2019,"Sat Apahida, Comuna Apahida, Str. PIETROASA, Nr. 2/i, Etaj 2, Apartament 13, Județ Cluj,,,,,,,,,,,,,,"
